"","X","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"361",361,"ColMarie17","False","2020-12-15","Hav genuine ? is only place in deliverin ","['Wythenshawe', 'Manchester', 'southmanchester', 'covidvaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",3
"362",362,"Lynn KÂ+","False","2020-12-15","In the year 2022, I will also proudly post a picture of when I eventually receive ""the covid vaccine""… ","",1,1,2,0.5574,0.167,0,0.833,1.25,"AVG","POS",3
"363",363,"😷 Abbas Husain","True","2020-12-15","This little vial carries so much. 🙏🏽to all the scientists who worked tirelessly to get this out. ","['vaccinated']",1,0,18,0,0,0,1,4.5,"AVG","NEU",3
"364",364,"🚶🏻Curtis S. Chin","True","2020-12-15"," 🇺🇸💉🦠 WVU Medicine has received shipments of the vaccine, &amp; has begun o… ","['USA', 'WestVirginia', 'PfizerBioNTech', 'COVID19']",2,0,1,0,0,0,1,0.25,"LOW","NEU",3
"367",367,"Mena Botros","False","2020-12-15","So incredibly grateful to have received the here Thanks to everyone who… ","['PfizerBioNTech', 'CovidVaccine']",2,3,96,0.7559,0.393,0,0.607,26.25,"HIGH","POS",3
"370",370,"Jess Griffin","False","2020-12-15"," You can stick your poison vaccine up your ass! 💉 ","['NoVaccineForMe', 'VaccineGenocide2020', 'PfizerBioNTech']",2,1,3,-0.807,0,0.477,0.523,1.5,"AVG","NEG",3
"372",372,"GW #WeThePeople","False","2020-12-15"," . was not affiliated with the silly Star Trek ""program"".… ","['lieslieslies', 'PfizerBioNTech', 'Trumpublican']",2,0,6,0.0258,0.109,0,0.891,1.5,"AVG","NEU",3
"373",373,"Hartmut Herrmann","False","2020-12-15","This is progress, at last - meeting of on December 21st instead only December 29th. ","['vaccine']",1,0,0,0.4215,0.167,0,0.833,0,"LOW","POS",3
"378",378,"Jo Smedley","False","2020-12-15","Feeling very emotional, grateful and lucky to be one of the first people in Worcestershire to receive this vaccine… ","",1,0,10,0.8162,0.387,0,0.613,2.5,"AVG","POS",3
"380",380,"RED HORSE","False","2020-12-15"," COV-ID) IDENTIFICATION CHIPS SIMILAR TO THE ONES THEY PUT IN DOGS. CERTIFICATE OF VALIDATION IDENTIF… ","",1,0,1,0,0,0,1,0.25,"LOW","NEU",3
"385",385,"Anne Emerson","True","2020-12-15"," Vaccinations for about to begin here ","['NOW', 'PfizerBioNTech', 'COVID19', 'chsnews']",2,2,1,0,0,0,1,1.75,"AVG","NEU",3
"389",389,"Chemist+Druggist","True","2020-12-15","Academic: Pharmacists critical to easing COVID-19 vaccine concerns ","['CovidVaccine', 'PfizerBioNTech']",2,6,12,-0.0772,0.194,0.223,0.583,7.5,"AVG","NEG",3
"392",392,"Ranji Sinha","True","2020-12-15","Another vaccine coming has released report on - Live @ Noon w/ the first va… ","['COVID19', 'Moderna']",2,0,0,0,0,0,1,0,"LOW","NEU",3
"393",393,"Emi Mei","False","2020-12-15","😂😂😂 New strain of so what… ","['COVID19', 'COVID20', 'COVID21', 'UK', 'Pfizer', 'PfizerBioNTech', 'AstraZeneca', 'Moderna', 'vaccination']",3,0,1,0.8176,0.364,0.22,0.415,0.25,"LOW","POS",3
"394",394,"Getty Images News","True","2020-12-15","Staff members at North Memorial Hospital react as doses of the Pfizer-BioNTech vaccine are delivered in Ro… ","['COVID19']",1,9,27,0,0,0,1,13.5,"HIGH","NEU",3
"398",398,"RFI English","True","2020-12-15","EU hopes for by Christmas as regulator moves forward assessment for jab to 21 Decem… ","['vaccine', 'EMA', 'PfizerBioNTech']",2,2,2,0.4215,0.167,0,0.833,2,"AVG","POS",3
"401",401,"TechGraph","False","2020-12-15","COVID-19: New York nurse gets first shots of Coronavirus Vaccine. ","['CovidVaccine', 'SandraLindsay', 'NewYorkCity']",2,0,0,0,0,0,1,0,"LOW","NEU",3
"404",404,"AFP News Agency","True","2020-12-15"," The EU's medicines regulator the on Tuesday dramatically advanced the decision day for the… ","['UPDATE', 'EMA']",2,8,23,0.25,0.133,0,0.867,11.75,"HIGH","POS",3
"410",410,"Tinku Ray","False","2020-12-15","Time to dance &lt;3 ","['CovidVaccine', 'PfizerBioNTech', 'CoronaVaccine', 'pandemicbegone']",2,0,0,0,0,0,1,0,"LOW","NEU",3
"411",411,"Maria Aroni","False","2020-12-15"," Human Medicines Committee and its experts has now been scheduled for 21 December to conclude if possible on… ","['EMA']",1,0,1,0,0,0,1,0.25,"LOW","NEU",3
"416",416,"Tiffany Veronica","False","2020-12-15","Ummmm 😒 isn't -the 1st to receive the Covid-19 vaccine- in the black/latino community 🤔😪… ","",1,0,0,0,0,0,1,0,"LOW","NEU",3
"417",417,"Arthur Bauer🌈✌+❤=😊🌈","False","2020-12-15","We all are praising who is responsible for the or Whoever Let's all give credit where credi… ","['covid19vaccine', 'Trump']",2,0,0,0.8126,0.375,0,0.625,0,"LOW","POS",3
"418",418,"Calvin Swine","False","2020-12-15","Bravo Anita for your dedication and hard work taking care of seniors in ","['LTC', 'PSW', 'COVID19', 'vaccine']",2,0,0,0.4215,0.205,0.09,0.705,0,"LOW","POS",3
"421",421,"Emma Henrick RN MSc","False","2020-12-15","One down...one to go! Excellent vaccination service at the thank you 💉🦠 ","['CovidVaccine']",1,2,23,0.7574,0.371,0,0.629,7.25,"AVG","POS",3
"422",422,"Zoheb Ahmad","False","2020-12-15","Vaccinated ✅ ","['PfizerBioNTech', 'COVID19']",2,0,1,0,0,0,1,0.25,"LOW","NEU",3
"427",427,"Calvin Swine","False","2020-12-15","A guide to who can safely get the Pfizer/BioNTech Covid-19 vaccine ","['PfizerBioNTech', 'COVID19', 'vaccine', 'safety']",2,0,0,0.4939,0.242,0,0.758,0,"LOW","POS",3
"430",430,"NR","False","2020-12-15","Each vial contains 5 doses - just caught a glimpse of one vial's label on… ","['PfizerBioNTech', 'COVID19Vaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",3
"433",433,"Simon Hodes ⬅️2m➡️ 😷","False","2020-12-15"," Thanks Becky We will indeed 🙏🏻 All learning together Ou… ","",1,0,3,0.4404,0.182,0,0.818,0.75,"LOW","POS",3
"435",435,"ITV News West Country","True","2020-12-15","GPs in the region will start administering the coronavirus vaccine today 👇 ","['PfizerBioNTech']",1,1,2,0,0,0,1,1.25,"AVG","NEU",3
"440",440,"sarah","False","2020-12-15"," | The and began the vaccination drive against with doses on Monda… ","['COVID19', 'US', 'Canada', 'coronavirus', 'PfizerBioNTech']",3,0,0,0,0,0,1,0,"LOW","NEU",3
"442",442,"VEGAN TREATS","False","2020-12-15","1st in their country with Makes you sing 🎶 ""This is a mann's* world,… ","['inoculated', 'PfizerBioNTech', 'covid19vacccine']",2,0,0,0,0,0,1,0,"LOW","NEU",3
"446",446,"BL-News | English","False","2020-12-15","First doses of Coronavirus vaccine administered in Canada following US, and UK ","['US', 'UK', 'Canada']",2,0,0,0,0,0,1,0,"LOW","NEU",3
"448",448,"Business Today","True","2020-12-15","'Victory day for science!': US, Canada start mass COVID-19 vaccination drive ","['CoronavirusVaccine']",1,0,4,0,0,0,1,1,"LOW","NEU",3
"450",450,"Ujjwal Rastogi","False","2020-12-15","I scheduled my today🤞💪, when is yours ? ","['COVID19', 'vaccine', 'cardiotwitter', 'PfizerBioNTech', 'Pfizervaccine']",3,1,6,0,0,0,1,2.25,"AVG","NEU",3
"457",457,"Calvin Swine","False","2020-12-15"," among the first in line for the ","['Canada', 'PfizerBioNTech', 'vaccine', 'cdnpoli']",2,0,1,0,0,0,1,0.25,"LOW","NEU",3
"458",458,"sjgreen","False","2020-12-15","Vaccines have arrived in . My Mum has been in isolation for 10 days. 18 residents sick. 2 have passed away in… ","['AB']",1,0,0,-0.7184,0,0.231,0.769,0,"LOW","NEG",3
"461",461,"Vineet Gupta","False","2020-12-15"," Any model to predict number of lives saved by vaccine before end of year?","['PfizerBioNTech']",1,0,0,0.4767,0.255,0,0.745,0,"LOW","POS",3
"462",462,"🚶🏻Curtis S. Chin","True","2020-12-15","⬆️ Correction: Anita Quidangen, of Toronto, was the 1st person in to get the vaccine. The… ","['Ontario', 'PfizerBioNTech']",2,1,2,0,0,0,1,1.25,"AVG","NEU",3
"467",467,"مہر المعین المعلوم","False","2020-12-15","By reading Phase-III details, what I have concluded that the will immunize the death certificates… ","['Pfizer', 'vaccine']",2,0,0,-0.5994,0,0.218,0.782,0,"LOW","NEG",3
"469",469,"Vineet Gupta","False","2020-12-15"," There is a lot of unknown about the vaccines impact but what are the models saying based on what… ","",1,0,0,0,0,0,1,0,"LOW","NEU",3
"470",470,"Vineet Gupta","False","2020-12-15"," Please share the latest case and death projections due to using a forecast model that acc… ","['COVID']",1,0,0,-0.1027,0.21,0.182,0.607,0,"LOW","NEG",3
"472",472,"turiryder","False","2020-12-15","Delighted that is packed in dry ice and heading around the world....though it does make me… ","['PfizerBioNTech', 'vaccine']",2,0,0,0.5106,0.18,0,0.82,0,"LOW","POS",3
"474",474,"Mike Cherna","False","2020-12-15"," had NOTHING to do with ","['Trump', 'PfizerBioNTech']",2,0,1,0,0,0,1,0.25,"LOW","NEU",3
"475",475,"🚶🏻Curtis S. Chin","True","2020-12-15"," 🇨🇦💉🦠 The 1st vaccine in Canada is administered to personal support worker Anita Q… ","['Canada', 'PfizerBioNTech', 'COVID19']",2,2,7,0.4019,0.153,0,0.847,3.25,"AVG","POS",3
"476",476,"🌊Masi🌊","False","2020-12-23","Iranians now are using the hashtag which means buy the vaccine. It's one of the saddest hashtags. Ever… ","['واکسن_بخرید']",1,1,4,-0.6124,0,0.19,0.81,1.75,"AVG","NEG",11
"484",484,"Jackson Health System","False","2020-12-17","Today we aimed higher and broke our own record! Jackson administered 1,278 vaccinations, bringing o… ","['PfizerBioNTech']",1,19,114,-0.4753,0,0.181,0.819,42.75,"HIGH","NEG",5
"486",486,"Martha Bebinger","False","2020-12-17","And here's the fact sheet for recipients of the vaccine - in case you're in line for this one and w… ","['PfizerBioNTech']",1,0,1,0,0,0,1,0.25,"LOW","NEU",5
"488",488,"Selcuk Acar","False","2020-12-17","Snow storm in ","['NYC', 'pandemic', 'weather', 'newyork', 'snowing', 'winter', 'darkwinter', 'vaccinated', 'PfizerBioNTech']",3,8,34,0,0,0,1,14.5,"HIGH","NEU",5
"489",489,"New Straits Times","True","2020-12-17"," A health worker in suffered a serious reaction after getting ","['NSTworld', 'Alaska', 'allergic', 'PfizerBioNTech', 'Covid19']",3,3,3,-0.5423,0,0.36,0.64,3,"AVG","NEG",5
"492",492,"Timothy Singer, MD, MS","False","2020-12-17","Yes I got the vaccine tonight ⁦and no I’m not flexing! Grateful to receive it. ⁩ ","['COVID19', 'PfizerBioNTech']",2,3,51,-0.312,0.131,0.241,0.629,15,"HIGH","NEG",5
"494",494,"Will Lester","False","2020-12-17","ICU Nurse Sonya Harrell receives the first dose of the in San Bernardino County… ","['PfizerBioNTech', 'COVID19Vaccine']",2,7,13,0,0,0,1,8.5,"AVG","NEU",5
"495",495,"Emi Mei","False","2020-12-17","Don’t do the effin’ ","['vaccine', 'PfizerBioNTech', 'Pfizer', 'CovidVaccine', 'COVID19']",3,0,0,0,0,0,1,0,"LOW","NEU",5
"496",496,"Samia Aleem, MD, MHSc","False","2020-12-17","This is my younger brother a frontline ICU fellow getting the first shot o… ","['COVID19']",1,0,23,0,0,0,1,5.75,"AVG","NEU",5
"498",498,"Ian Bailey","True","2020-12-17","24 new deaths in as the province reports 640 new cases. 9, 950 active cases in -New type of measu… ","['Covid19', 'BC', 'BC']",2,2,0,0.4019,0.124,0,0.876,1.5,"AVG","POS",5
"499",499,"Glasgow Girl","False","2020-12-16","Pfizer’s experimental covid-19 vaccine —What you’re NOT being told. Now more than ever before, we are in desperat… ","",1,49,80,0,0,0,1,56.75,"HIGH","NEU",4
"503",503,"Christian “wear (a mask) because you care” Rose","False","2020-12-16","I feel like this today. ","['helmsdeep', 'PfizerBioNTech', 'VaccinesSaveLives']",2,0,0,0.3612,0.385,0,0.615,0,"LOW","POS",4
"504",504,"Zahra Kassamali Escobar","False","2020-12-16"," pre screening form for vaccine ","['CovidVaccine', 'PfizerBioNTech']",2,0,0,0,0,0,1,0,"LOW","NEU",4
"508",508,"ToadSnob","False","2020-12-16","Me waking up the day after getting the vaccine. ","['vaccination', 'CoronavirusVaccine', 'Pfizervaccine', 'COVID19Vaccine']",2,2,21,0,0,0,1,6.75,"AVG","NEU",4
"527",527,"Angelo John Gage","True","2020-12-16","Imagine my pizzeria was not liable for any damages; you got a pie from me and were poisoned by it, damaging your he… ","",1,17,71,-0.8555,0,0.32,0.68,30.5,"HIGH","NEG",4
"528",528,"Higher Rock Education","False","2020-12-16"," for 1⃣ 2M additional doses of the will be distributed nex… ","['3ThingstoKnow', 'Wednesday', 'PfizerBioNTech', 'CovidVaccine']",2,1,2,0,0,0,1,1.25,"AVG","NEU",4
"532",532,"Alicia1984","False","2020-12-16","Alaska healthcare worker with no history of drug allergies suffered serious 'anaphylactic-like' reaction after gett… ","",1,1,2,-0.6908,0,0.358,0.642,1.25,"AVG","NEG",4
"535",535,"The Frontiers Of","False","2020-12-16","Alaskan Healthcare Worker Suffers Severe Allergic Reaction To Covid-19 Vaccine ","['PfizerCOVIDvaccine', 'PfizerBioNTech']",2,3,5,-0.7845,0,0.53,0.47,3.5,"AVG","NEG",4
"540",540,"Khaleej Times","True","2020-12-16"," provokes serious allergic reaction in ","['BREAKING', 'PfizerBioNTech', 'COVID19', 'vaccine', 'USA']",3,15,37,-0.5859,0,0.744,0.256,20.5,"HIGH","NEG",4
"544",544,"Dietsje©️","False","2020-12-16","According to The New York Times, based on three anonymous sources, the health care professional had no history of a… ","",1,0,0,0.25,0.137,0.094,0.769,0,"LOW","POS",4
"548",548,"Marc Siegel MD","False","2020-12-16","Dr. Marc Siegel on vaccines arriving to hospitals: ‘This is science battling back’ ⁦… ","",1,2,18,-0.2732,0,0.139,0.861,6,"AVG","NEG",4
"549",549,"Getty Images News","True","2020-12-16","Florida Gov. looks on as Vera Leip, 88, receives a vaccine at the John Knox… ","['RonDeSantis', 'Pfizer', 'COVID19']",2,7,20,0,0,0,1,10.25,"HIGH","NEU",4
"550",550,"Nabeel Hajazi","False","2020-12-16","Are you unsure about the recent approval of the ? 🦠💉 This infographic will help you… ","['PfizerBioNTech', 'CovidVaccine']",2,1,3,0.5859,0.266,0.092,0.642,1.5,"AVG","POS",4
"551",551,"Whtrslugcaviiersong#dontstayhomeandcatchcovid19","False","2020-12-16","Did someone say there was first? &amp; maybe some in say ","['SputnikV', 'communistchina', 'russia', 'borisjohnson']",2,0,0,0,0,0,1,0,"LOW","NEU",4
"555",555,"Khaleej Times","True","2020-12-16"," wants more doses: ","['USA', 'PfizerBioNTech', 'coronavirus', 'vaccine']",2,1,4,0,0,0,1,1.75,"AVG","NEU",4
"556",556,"Whtrslugcaviiersong#dontstayhomeandcatchcovid19","False","2020-12-16"," How touching &amp;inspiring. Forward to 2020 covid19. Iam PROUD TO BE BRITISH from AFRICA &amp; to know th… ","",1,1,0,0.5904,0.184,0,0.816,0.75,"LOW","POS",4
"559",559,"A Fan","False","2020-12-16","Just got the vaccine Here's to fighting the pandemic.","['PfizerBioNTech']",1,1,43,-0.3612,0,0.238,0.762,11.5,"HIGH","NEG",4
"564",564,"Juan Ayza","False","2020-12-16","This is unbelievably happening indeed! People not to clear &amp; confirmed serious adverse reactions (Grade… ","['Awakening']",1,0,0,-0.6458,0,0.343,0.657,0,"LOW","NEG",4
"566",566,"Resistance News","False","2020-12-16","The allergic reaction occurred on Tuesday and the person was hospitalized. ","['Pfizervaccine', 'Pfizer', 'PfizerBioNTech']",2,4,2,-0.296,0,0.18,0.82,3.5,"AVG","NEG",4
"568",568,"RED HORSE","False","2020-12-16"," . CERTIFICATE OF VALIDATION IDENTIFICATION=COVID COV-ID) IDENTIFICATI… ","['PfizerBioNTech']",1,0,1,0,0,0,1,0.25,"LOW","NEU",4
"572",572,"a","False","2020-12-16","Today at noon, I received my first dose of the Pfizer COVID-19 vaccine! Super exciting! I will create a thread of h… ","",1,6,51,0.8684,0.34,0,0.66,17.25,"HIGH","POS",4
"574",574,"Lola N concha Stereo","False","2020-12-16","Moderna vaccine: Canada Federal officials to deliver more details about COVID-19 vaccines rollout ","['CBCNews']",1,0,0,0,0,0,1,0,"LOW","NEU",4
"575",575,"LatestLY","True","2020-12-16","COVID-19 Vaccine: China Secures Deal for 100 Million Pfizer-BioNTech Doses as Domestic Drugmakers Yet to Attain App… ","",1,0,1,0.3182,0.126,0,0.874,0.25,"LOW","POS",4
"577",577,"Nizar H. Senussi, MD","False","2020-12-16","I just got the COVID-19 vaccine. I implore all those who have the opportunity to get this done. ","['COVID19']",1,0,34,0.4215,0.141,0,0.859,8.5,"AVG","POS",4
"578",578,"India Blooms","False","2020-12-16","Canada: Alberta plans to send COVID-19 teams to hard-hit areas in Edmonton, Calgary | Indiablooms - First Portal on… ","",1,0,0,0,0,0,1,0,"LOW","NEU",4
"581",581,"Marc Siegel MD","False","2020-12-16","FDA approval of Ellume at-home COVID-19 test is 'a game changer': Dr. Marc Siegel ","",1,5,35,0.4767,0.193,0,0.807,12.5,"HIGH","POS",4
"590",590,"פליפה אנדרס | فيليبي أندريس | ፌሊፔ አንድሬስ.","False","2020-12-16"," and have authorized the use of the vaccine, being the first countries in… ","['Chile', 'CostaRica', 'Pfizer']",2,0,0,0,0,0,1,0,"LOW","NEU",4
"591",591,"Dr.Krutika Kuppalli","True","2020-12-16","Day 1 after getting the and feeling great! Just a little bit of soreness in my… ","['PfizerBioNTech', 'COVID19', 'vaccine']",2,9,183,0.7088,0.296,0,0.704,52.5,"HIGH","POS",4
"593",593,"Crystal Goomansingh","True","2020-12-16","First time we are finding out how many people got a shot. Today is also the first day of L… ","['PfizerBioNTech', 'COVID19']",2,1,4,0,0,0,1,1.75,"AVG","NEU",4
"599",599,"PeterPan","False","2020-12-16","Is this what they do? : need to refine the vaccine to ensure its efficacy and coverage and not require extreme cold… ","",1,0,0,0.3818,0.11,0,0.89,0,"LOW","POS",4
"600",600,"the christmas star is nie","False","2020-12-16"," Please people. I URGE you to research this. Look up Syncytin-1 for yourselves. It's in your swimmers,… ","",1,0,0,0.3182,0.126,0,0.874,0,"LOW","POS",4
"603",603,"770 CHQR Global News Radio","True","2020-12-16","“Hope is here and the end of this terrible time is finally within sight,” said Premier Jason Kenney ","['COVID19AB']",1,0,1,-0.561,0,0.176,0.824,0.25,"LOW","NEG",4
"605",605,"ANUMOHAN","False","2020-12-16","First vaccination for a family member done moments ago... Sister's daughter... 😊 ","['PfizerBioNTech']",1,0,3,0.7184,0.3,0,0.7,0.75,"LOW","POS",4
"606",606,"Marc Siegel MD","False","2020-12-16","A shot of hope: Frontline health care workers receive first COVID-19 vaccinations ","",1,6,26,0.7269,0.379,0,0.621,11,"HIGH","POS",4
"608",608,"Jignesh A. Patel, MD","False","2020-12-16","Starting today, a new chapter begins at my hospital filled with hopes to end dark COVID times &amp; joy o… ","",1,0,20,0.765,0.268,0,0.732,5,"AVG","POS",4
"612",612,"MyFoodwalla","False","2020-12-16","WHO caution civilian of mutations of covid19 virus. ","['Pfizer', 'COVID19Vaccine', 'COVIDSecondWave', 'PfizerBioNTech']",2,0,0,0,0,0,1,0,"LOW","NEU",4
"614",614,"Sir Simon of Lewis","False","2020-12-16","Had my jab today. Time for us all to get on board. ","['PfizerBioNTech', 'covid19']",2,0,5,0,0,0,1,1.25,"AVG","NEU",4
"619",619,"Nicole B Shaw","False","2020-12-16","So rolling out, (profit driven) vaccines, costing UK £20Billion over 12months. UK 'money tree' going to Billionaire… ","",1,0,0,0.4877,0.165,0,0.835,0,"LOW","POS",4
"620",620,"Dr. Naveed","False","2020-12-16","Beautiful summary of how RNA vaccine works. ","['PfizerBioNTech']",1,0,7,0.5994,0.394,0,0.606,1.75,"AVG","POS",4
