"","X","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"6184",6184,"ClevelandRox 🥁🎸🎧","False","2021-02-25"," I wanted the and that’s what they were vaccinating us with at work, but I would have taken any of them.","['PfizerBioNTech']",1,0,1,0,0,0,1,0.25,"LOW","NEU",75
"794",794,"Senator Shehu Sani","True","2020-12-19","The Western media deliberately down played or ignored the Russian vaccine.Its now all about ","['coronavirus', 'Pfizer']",2,115,750,0.0258,0.144,0.138,0.719,273.75,"HIGH","NEU",7
"411",411,"Maria Aroni","False","2020-12-15"," Human Medicines Committee and its experts has now been scheduled for 21 December to conclude if possible on… ","['EMA']",1,0,1,0,0,0,1,0.25,"LOW","NEU",3
"56",56,"Nicole Van Groningen, MD","False","2020-12-14","Concerned about the side effects of the vaccine? Check out my recap 👇🏼 ","['PfizerBioNTech', 'COVID19']",2,1,7,0,0,0,1,2.5,"AVG","NEU",2
"1260",1260,"Superb Speakers","False","2020-12-23"," Pfizer-Biontech adds 100 Million More Doses To - Good News And… ","['400MillionVaccineDosesBySummer', 'USASupply']",2,0,0,0.4404,0.225,0,0.775,0,"LOW","POS",11
"7225",7225,"New Straits Times","True","2021-03-24"," and suspended the use of on Wednesday after bein… ","['NSTworld', 'HongKong', 'Macau', 'PfizerBioNTech', 'coronavirus', 'vaccine']",3,3,2,-0.4767,0,0.279,0.721,2.75,"AVG","NEG",102
"4182",4182,"Stephen Petersen","False","2021-01-20","Jan 20 - Vaccine tracker. Starting to tick back up on daily doses, but assuming this will slump again with disappo… ","",1,0,2,0,0,0,1,0.5,"LOW","NEU",39
"3748",3748,"Charles Adler","True","2021-01-16","This story is not aging well. Hoping procurement minister can put the toothpaste back in the tube. The news from… ","",1,24,66,-0.4847,0,0.187,0.813,34.5,"HIGH","NEG",35
"6472",6472,"B.W.C.","False","2021-03-03","Doing the least I (and any of us) can do, and so happy I was finally able to do it today ... after three+ weeks of… ","",1,0,1,0.6948,0.159,0,0.841,0.25,"LOW","POS",81
"626",626,"Nervana Mahmoud","False","2020-12-24","This year has been grim for everyone; I am no exception. A piece of good news,however, I had my 1st dose of the… ","",1,7,177,-0.4588,0.101,0.205,0.694,49.5,"HIGH","NEG",12
"1697",1697,"Zynb F.","False","2020-12-28","First dose ✅ ","['PfizerBioNTech', 'Covid19Vaccine']",2,0,9,0,0,0,1,2.25,"AVG","NEU",16
"2760",2760,"Tamina Rashell 💙 #RejoinEU FBPE","False","2021-01-07"," Where are the vaccines promised ?","['BioNTech', 'PfizerBioNTech']",2,0,0,0.3612,0.333,0,0.667,0,"LOW","POS",26
"2215",2215,"The Daily Star","True","2021-01-03","Mexican authorities said they are studying the case of a 32-year-old female doctor who was hospitalized after recei… ","",1,1,17,0,0,0,1,5,"AVG","NEU",22
"3179",3179,"Elizabeth Gay 💙","False","2021-01-11","Day 1 post covid vaccine and aside from a half dead arm and mild headache, I'm feeling good and mostly just gratefu… ","",1,0,14,-0.2263,0.159,0.155,0.686,3.5,"AVG","NEG",30
"7157",7157,"Angel Without Wings","False","2021-03-23","Does this grape need a A ? It’s got 😨How many people have tested positive whe… ","['vaccine', 'VaccinePassports', 'COVID19']",2,3,4,0.1027,0.165,0.147,0.688,3.25,"AVG","POS",101
"1153",1153,"TheBrew.ae","False","2020-12-24","The will be made available free-of-charge to all individuals on a voluntarily basis in ","['vaccine', 'Dubai']",2,0,1,0,0,0,1,0.25,"LOW","NEU",12
"608",608,"Jignesh A. Patel, MD","False","2020-12-16","Starting today, a new chapter begins at my hospital filled with hopes to end dark COVID times &amp; joy o… ","",1,0,20,0.765,0.268,0,0.732,5,"AVG","POS",4
"2463",2463,"John de Carvalho","False","2021-01-06","First dose of the Pfizer BioNTech I feel fine. Get yours. We need to move on. ","['CovidVaccine', 'PfizerBioNTech']",2,0,5,0.2023,0.107,0,0.893,1.25,"AVG","POS",25
"2381",2381,"WTX Jet","False","2021-01-05","Well Twitter friends, 9 hours ago I received dose 2 of the As with shot 1, minor arm soreness… ","['PfizerCovidVaccine']",1,0,31,0.6369,0.234,0,0.766,7.75,"AVG","POS",24
"2910",2910,"Curragh Lawn Nursing Home","False","2021-01-08","The BEST DAY ever!! Residents and Staff at received the Pfizer BioNTech vaccine yesterday! First NH in… ","",1,7,56,0.8943,0.394,0,0.606,19.25,"HIGH","POS",27
"5847",5847,"Cristina Thevenot","False","2021-02-19"," Is Highly Effective After One Dose and Can Be Stored in Normal Freezers, Data Shows. Peer-… ","['PfizerBioNTech', 'Vaccine']",2,0,0,0.5095,0.183,0.059,0.757,0,"LOW","POS",69
"6823",6823,"Mariella 🌸","False","2021-03-12"," He took credit for a vaccine developed and fast tracked in Germany by Germans with only German and… ","",1,1,2,0.3818,0.133,0,0.867,1.25,"AVG","POS",90
"1197",1197,"Shuja Ahmed Ch.","False","2020-12-24","Jacintha, nurse at Dubai Hospital, poses after getting the at Al Barsha Health Cent… ","['PfizerBioNTech', 'Covid19vaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",12
"5143",5143,"Beyond NOW","False","2021-02-03","HUMAN LIFE WITH THE VIRUS ","['SocialDistancing', 'coivd19', 'coronavirus', 'humanlife', 'sparce']",3,0,0,0,0,0,1,0,"LOW","NEU",53
"7430",7430,"Pinky Pod 💖🎙🤍","False","2021-04-01","Okay. In honor of me being halfway there on my Listen to at least ONE of my Pinky P… ","['CovidVaccine', 'PfizerBioNTech']",2,0,2,0.6249,0.231,0,0.769,0.5,"LOW","POS",110
"6692",6692,"Maren31🌺🇩🇪🇪🇺","False","2021-03-09","Exactly, its normaly not recommanded with Pfizer &amp; Moderna vaccine , and also with Astrazeneca because not enough… ","",1,0,1,0,0,0,1,0.25,"LOW","NEU",87
"458",458,"sjgreen","False","2020-12-15","Vaccines have arrived in . My Mum has been in isolation for 10 days. 18 residents sick. 2 have passed away in… ","['AB']",1,0,0,-0.7184,0,0.231,0.769,0,"LOW","NEG",3
"3546",3546,"Brandon Tripp","False","2021-01-14","I received the 2nd dose of the Pfizer a few days ago. I have not had any severe adverse reactions. Da… ","['CovidVaccine']",1,0,26,-0.0813,0.092,0.106,0.802,6.5,"AVG","NEG",33
"2352",2352,"NUTHPaedDerm","False","2021-01-05","Thank you for providing a smooth service, everyone under immense pressure and continu… ","",1,0,3,0.0772,0.159,0.14,0.701,0.75,"LOW","POS",24
"5420",5420,"Greg Bowman","False","2021-02-09","Grateful to have minimal side effects 24 hours after receiving the second dose of the ","['PfizerBiontech', 'COVID19']",2,0,47,0.4588,0.176,0,0.824,11.75,"HIGH","POS",59
"2017",2017,"Harshad Shah","False","2021-01-02"," Is this not a American Media attempt to create doubt &amp; discredit potential cheap competetior Briti… ","",1,0,1,-0.1027,0.113,0.134,0.753,0.25,"LOW","NEG",21
"2746",2746,"Simon Hodes ⬅️2m➡️ 😷","False","2021-01-07","📢 Having a slight fever, headache or achey muscles after after your booster is very COMMON It just… ","['PfizerBioNTech']",1,45,97,0,0,0,1,58,"HIGH","NEU",26
"784",784,"DT Next","True","2020-12-17","An Alaskan health worker suffered a serious allergic reaction after getting vaccine.… ","['PfizerBioNTech', 'coronavirus']",2,0,1,-0.6908,0,0.427,0.573,0.25,"LOW","NEG",5
"1324",1324,"planetarysound 🇮🇹","False","2020-12-23","As a chef, if I am responsible for a customer's death due to food poisoning or anaphylaxis, I will go to jail. A… ","",1,1,2,-0.7506,0.077,0.257,0.667,1.25,"AVG","NEG",11
"7383",7383,"Sam Stitches","False","2021-04-03","All done!! 😎 so happy to do my part! ","['COVID19', 'vaccinated', 'PfizerBiontech', 'FauciOuchie', 'SaturdayMorning']",3,1,53,0.863,0.463,0,0.537,14,"HIGH","POS",112
"18",18,"ILKHA","True","2020-12-12","Coronavirus: Iran reports 8,201 new cases, 221 deaths in the last 24 hours ","['Iran', 'coronavirus', 'PfizerBioNTech']",2,3,5,0,0,0,1,3.5,"AVG","NEU",0
"2144",2144,"John Fox","False","2021-01-02","Got a phone call from my Dad’s nursing home earlier today seeking consent for him to receive the Co… ","['PfizerBioNTech']",1,0,25,0.2263,0.095,0,0.905,6.25,"AVG","POS",21
"3118",3118,"Premed - EMS 🚑","False","2021-01-19","I am 42 hours post second dose of the Covid-19 vaccine and I feel fabulous. Some arm soreness and f… ","['PfizerBioNTech']",1,0,0,0.5267,0.152,0,0.848,0,"LOW","POS",38
"4376",4376,"Harry Spoelstra","False","2021-01-22","Already vaccine trouble? ""Neutralisation titres were not significantly impacted by the com… ","['501YV1', 'PfizerBioNTech']",2,3,3,-0.4019,0,0.197,0.803,3,"AVG","NEG",41
"3162",3162,"Simon Hodes ⬅️2m➡️ 😷","False","2021-01-11","Latest NHS missive says all boosters are to be delayed until 12 weeks to get as many people 1st dos… ","['PfizerBioNTech']",1,0,10,-0.2263,0,0.091,0.909,2.5,"AVG","NEG",30
"6329",6329,"Craig Davidson RN BSc (Hons) 🏳️‍🌈","False","2021-03-01","Very privileged to have just received my second booster of the Thanks to all the… ","['PfizerBiontech', 'COVID19Vaccine']",2,2,47,0.7264,0.319,0,0.681,13.25,"HIGH","POS",79
"6809",6809,"Since Independence","False","2021-03-13","Coronavirus: Global Covid Tally Surpasses 119.7 Million-Mark ","['CoronavirusWorldwideupdate', 'Denmark']",2,0,0,0,0,0,1,0,"LOW","NEU",91
"7400",7400,"Ariel Domlyn","False","2021-04-02","I'm seeing my sister today for the first time since November 2019. She is driving 14 hours straight to get here. My… ","",1,0,8,0.2263,0.083,0,0.917,2,"AVG","POS",111
"2048",2048,"Jonathan Marron MD MPH","False","2021-01-01","Now 48 hrs out from dose 1. Arm soreness is totally gone now. Woke up with a little runny nose this am, but hard to… ","",1,0,3,-0.1531,0,0.062,0.938,0.75,"LOW","NEG",20
"7191",7191,"NameIsShahid","False","2021-03-24"," Mee too got my first dose of vaccine thanks to for well organised vacc… ","['PfizerBioNTech']",1,2,5,0.6124,0.294,0,0.706,2.75,"AVG","POS",102
"361",361,"ColMarie17","False","2020-12-15","Hav genuine ? is only place in deliverin ","['Wythenshawe', 'Manchester', 'southmanchester', 'covidvaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",3
"3585",3585,"Ken Chan (he/him)","False","2021-01-16","THX to civil servants at and at Toronto’s hospitals, residents, essential care givers a… ","['TeamVaccine']",1,0,3,0.8455,0.454,0,0.546,0.75,"LOW","POS",35
"7632",7632,"Dragos Rus","False","2021-03-29","Eu m-am vaccinat! ","['COVID19', 'COVIDWAR', 'PfizerBiontech']",2,0,0,0,0,0,1,0,"LOW","NEU",107
"1382",1382,"Arab News","True","2020-12-22"," Dubai’s Supreme Committee of Crisis and Disaster Management says an extensive inoculation campaign again… ","['BREAKING']",1,7,7,-0.6808,0.158,0.36,0.482,7,"AVG","NEG",10
"1282",1282,"Getty Images News","True","2020-12-23","Jorge Alcocer, Secretary of Health shows the tracking ticket during the arrival of the first batch of the… ","",1,14,45,0,0,0,1,21.75,"HIGH","NEU",11
"4582",4582,"Aaron Helfman","False","2021-02-01"," Resources For Human Development vaccinated their mentally ill group-home residents right here at home on Inaug… ","['rhd']",1,0,0,-0.4215,0,0.157,0.843,0,"LOW","NEG",51
"6957",6957,"missy kupillas","False","2021-03-17","Got my 2nd shot of the Pfizer vaccine today! So grateful. How are others doing with the vaccine, its availability,… ","",1,1,1,0.632,0.18,0,0.82,1,"LOW","POS",95
"5669",5669,"Tee Joo YEO","False","2021-02-17","Dose 2 of 2 completed! So far all is good with only very mild deltoid ache. If you/your family/your friends are eli… ","",1,0,9,0.5312,0.223,0.102,0.675,2.25,"AVG","POS",67
"7234",7234,"Digital Journal","False","2021-03-24"," suspend over packaging flaw ","['HongKong', 'Macau', 'PfizerBioNTech', 'Vaccine']",2,0,1,-0.3182,0,0.434,0.566,0.25,"LOW","NEG",102
"4442",4442,"SK ♔","False","2021-01-23","I am so grateful I got given the 1st shot of COVID vaccine yesterday. I have a history of anaphylaxis but had no is… ","",1,0,0,-0.0943,0.089,0.103,0.808,0,"LOW","NEG",42
"5344",5344,"TheIndependent.in","False","2021-02-07"," AstraZeneca has confirmed that the vaccine developed by it offers limited protection agains… ","",1,0,0,-0.2263,0,0.137,0.863,0,"LOW","NEG",57
"5842",5842,"Stefan Leitner","False","2021-02-19","Amazing news! ","['PfizerBioNTech']",1,0,0,0.6239,0.804,0,0.196,0,"LOW","POS",69
"3551",3551,"David Mclenachan","False","2021-01-14","4,000 💉 and counting... ","['PfizerBioNTech']",1,4,46,0,0,0,1,14.5,"HIGH","NEU",33
"226",226,"Pritesh #StayHomeSaveLife 🇮🇳","False","2020-12-13"," The vaccine began leaving the company's factory on Sunday, set to… ","['UPDATE', 'PfizerBioNTech', 'Covid', 'Michigan']",2,0,0,0,0,0,1,0,"LOW","NEU",1
"761",761,"India.com","True","2020-12-17","Safety Questions on Pfizer Vaccine Raised After Alaskan Suffers Serious Allergic Reaction Minutes After Taking Dose… ","",1,1,2,-0.4215,0.131,0.308,0.561,1.25,"AVG","NEG",5
"6773",6773,"DC_claxton 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧","False","2021-03-11"," ","",1,0,1,0,0,0,0,0.25,"LOW","NEU",89
"3900",3900,"Shareq Inamdar","False","2021-01-17"," Why aren't you wearing masks? Have you taken the vaccine or vaccine ","['PfizerBioNTech', 'Moderna']",2,0,0,0,0,0,1,0,"LOW","NEU",36
"2820",2820,"Rackham le Rouge","False","2021-01-09"," Being an Iranian living abroad, I feel awkward &amp; somewhat ashamed that I will have access to… ","['واكسن_کرونا', 'زندگی_من']",2,1,8,-0.5279,0,0.227,0.773,2.75,"AVG","NEG",28
"1978",1978,"Frankie","False","2020-12-31"," nursing home resident reportedly after getting ","['Swiss', 'dies', 'COVID19', 'vaccine', 'coronavirus', 'CoronavirusVaccine']",3,0,0,0,0,0,1,0,"LOW","NEU",19
"7440",7440,"Krišjānis Kariņš","True","2021-04-01","We are grateful for the remarkable efforts of and solidarity of fellow EU member states. The 400 0… ","",1,14,97,0.8316,0.37,0,0.63,34.75,"HIGH","POS",110
"4432",4432,"LOL Before The Storm🚜🌾👳","False","2021-01-23"," is very effective. ","['PfizerBioNTech']",1,0,1,0.5256,0.629,0,0.371,0.25,"LOW","POS",42
"6292",6292,"Kept in Captivation","False","2021-02-26","Just had my jab. Good old NHS staffed by people from around the world and a perfect antidote to all that nationalis… ","",1,0,0,0.765,0.248,0,0.752,0,"LOW","POS",76
"6563",6563,"Public Health Fact Checkers","False","2021-03-05","This is Canada’s fourth approved for use against 🇨🇦 ( &amp; 💉","['vaccine', 'COVID19', 'PfizerBioNTech', 'Moderna', 'AstraZeneca', 'JohnsonAndJohnson']",3,0,2,0.4215,0.203,0,0.797,0.5,"LOW","POS",83
"31",31,"Andy Thomas","False","2020-12-12"," 6 deaths so far. It's only death, nothing to worry about then 🤔 ","['CovidVaccines', 'Pfizervaccine']",2,0,2,-0.3599,0.131,0.213,0.656,0.5,"LOW","NEG",0
"1644",1644,"Аbdullah Jomaah","False","2020-12-27","Vaccinated with Thank you 🇸🇦💚 ","['PfizerBioNTech', 'COVID19Vaccine']",2,0,18,0.7717,0.573,0,0.427,4.5,"AVG","POS",15
"5127",5127,"New Straits Times","True","2021-02-04"," ""Hopefully this is effective and I do hope the situation will be back to normal.""… ","['NSTnation', 'vaccine']",2,3,3,0.8271,0.42,0,0.58,3,"AVG","POS",54
"732",732,"Jackson Health System","False","2020-12-17","UPDATE: Jackson administered 1,318 vaccinations by 8 p.m. yesterday, bringing our total to 2,581.","['PfizerBioNTech']",1,3,8,0,0,0,1,4.25,"AVG","NEU",5
"1101",1101,"د.رنيا الشمرانيDr Ranya Alshumrani","False","2020-12-25","Today I got my COVID-19 vaccine 💉 .I see the light at the end of the tunnel💡 I got it because I know... I got it be… ","",1,1,1,0,0,0,1,1,"LOW","NEU",13
"7384",7384,"Bassem Mroue باسم مروه","True","2021-04-03"," received today 46,800 shots of vaccines raising to total of that have reach… ","['Lebanon', 'PfizerBiontech', 'PfizerVaccine']",2,1,6,0,0,0,1,2.25,"AVG","NEU",112
"2988",2988,"Ellie Bullman RN","False","2021-01-10","Worth getting up early on a Sunday for 😃, thanks 👏 ","['CovidVaccine', 'PfizerBioNTech', 'COVID19']",2,0,19,0.743,0.36,0,0.64,4.75,"AVG","POS",29
"2149",2149,"Khalid","False","2021-01-02","Returning to the COVID Unit at the Hamilton General in the middle of wave 2 but now powered with the… ","",1,3,98,0,0,0,1,26.75,"HIGH","NEU",21
"7503",7503,"Tim Roberts💙 ( stay 🏡 save 💓 )","False","2021-03-31"," 🤷‍♂️ 🇬🇧 Science Vs 🇪🇺 Politics 🤷‍♂️ Is that too simplistic re the green eyed monster..… ","['AstraZeneca']",1,0,0,0,0,0,1,0,"LOW","NEU",109
"6029",6029,"New Straits Times","True","2021-02-24"," Prime Minister Tan Sri Muhyiddin Yassin received the first dose of the Pfizer-BioNTech Covid-19 vaccine… ","['NSTnation']",1,33,57,0,0,0,1,39,"HIGH","NEU",74
"5084",5084,"Marsh4LL","False","2021-02-03","My best friend, a nurse, received her first injection of the vaccine one month ago, and was then te… ","['PfizerBiontech']",1,4,26,0.8126,0.303,0,0.697,9.5,"AVG","POS",53
"6182",6182,"Vikas Nanda","False","2021-02-25","Scheduled for my jab tomorrow. Does it matter vs ?","['COVID19Vaccine', 'AstraZeneca', 'PfizerBioNTech']",2,0,1,0.0258,0.109,0,0.891,0.25,"LOW","NEU",75
"2157",2157,"Paco Dardón","False","2021-01-02","Oh happy day! 🥰 ","['PfizerBioNTech', 'RibosomeAtWork', 'VaccinesWork']",2,1,33,0.906,0.693,0,0.307,9,"AVG","POS",21
"764",764,"Medical Study Blog","False","2020-12-17"," Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA! View the article to know more!… ","",1,0,0,0.5242,0.195,0,0.805,0,"LOW","POS",5
"5870",5870,"Tony Gregory","False","2021-02-21"," coursing through my body 🦠💉","['PfizerBioNTech', 'COVIDー19', 'vaccine', 'WindingWheel']",2,0,0,0,0,0,1,0,"LOW","NEU",71
"7309",7309,"Maya","False","2021-03-27","NIAID Launches Trial to Assess Post-Vax COVID Transmission Risk. This is good but study uses so only gener… ","['Moderna']",1,1,0,0.1027,0.1,0.079,0.821,0.75,"LOW","POS",105
"6630",6630,"The Pigeon Express - TPE","False","2021-03-09","Pfizer-BioNTech Covid-19 vaccine significantly effective against strains in Brazil, UK and South Africa… ","",1,0,0,0.2263,0.19,0.135,0.675,0,"LOW","POS",87
"4150",4150,"Rachel Lance💥","False","2021-01-20","What did you do today? I made antibodies. ","['PfizerBioNTech', 'PfizerVaccine', 'Prizer', 'VaccinesWork', 'VaccinesSaveLives']",3,3,42,0,0,0,1,12.75,"HIGH","NEU",39
"7054",7054,"mathilde","False","2021-03-18","VACCINATION DAY ","['PfizerBioNTech']",1,0,2,0,0,0,1,0.5,"LOW","NEU",96
"7432",7432,"CJTO 🇨🇦 🏳️‍🌈","False","2021-04-01","I'm all Ford'd out for today, so here's some good news! This is not unexpected, but it's nice to see real-world re… ","",1,0,0,0.7247,0.233,0,0.767,0,"LOW","POS",110
"2756",2756,"Alan Forseth","False","2021-01-07"," To put it bluntly it will be some time before the vaccine delivery will make a significant impact… ","",1,1,0,0.2023,0.096,0,0.904,0.75,"LOW","POS",26
