"","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"134","iTV SA","False",2020-12-14,"vaccinated. More than 1.1 million new cases have been confirmed in the past week and the death toll is above 306,00… ","","1",0,0,-0.5994,0,0.163,0.837,0,"LOW","NEG",2
"135","iTV SA","False",2020-12-14,"US HEALTH CARE WORKERS &amp; MOST VULNERABLE TO RECEIVE THE PFIZER-BIONTECH SHOTS Trucks on Sunday began shipping milli… ","","1",0,0,0.0706,0.167,0.155,0.678,0,"LOW","POS",2
"136","Ju #AntiTory⚘ #AntiTrump","False",2020-12-14," Oh great - thought you wouldnt be able to see her before Xmas - btw I heard on the radio that Shropsh… ","","1",0,1,0.6249,0.163,0,0.837,0.25,"LOW","POS",2
"137","Nicole Osei","False",2020-12-14," vaccines are making their way to distributions sites nationwide. says some of the… ","['PfizerBioNTech', 'COVID19']","2",3,3,0,0,0,1,3,"AVG","NEU",2
"138","innovative_zone","False",2020-12-14,"US is all set to start its drive with the doses of that is ready… ","['COVID19', 'vaccination', 'PfizerBioNTech', 'vaccine']","2",0,1,0,0,0,1,0.25,"LOW","NEU",2
"139","The Daily Star","True",2020-12-14," became on Monday the first Asian country to approve and said it ex… ","['Singapore', 'PfizerBioNTech', 'CoronavirusVaccine']","2",1,8,0,0,0,1,2.75,"AVG","NEU",2
"140","Kumail here","False",2020-12-14,"Singapore approves Pfizer vaccine , becomes first south East Asian country to approve the vaccine. Doses will be gi… ","","1",0,0,0.4019,0.13,0,0.87,0,"LOW","POS",2
"141","Hal Maas","False",2020-12-14," COVID-19 vaccine being distributed; formally casts votes today; los… ","['PfizerBioNTech', 'ElectoralCollege', 'DetroitLions']","2",0,1,0,0,0,1,0.25,"LOW","NEU",2
"142","Maddalena Bettanesi","False",2020-12-14," caught on video admitting will CHANGE our FOREVER. via… ","['BillGates', 'CovidVaccine', 'DNA']","2",1,1,0,0,0,1,1,"LOW","NEU",2
"143","Digital Journal","False",2020-12-14," approves ","['Singapore', 'PfizerBioNTech', 'VirusVaccine', 'Pandemic']","2",0,1,0.4019,1,0,0,0.25,"LOW","POS",2
"144","Anita Raja","False",2020-12-14,"Excited about tomorrow So honoured to be part to this exciting team administering in primary care ","['Covid_19']","1",0,3,0.9255,0.529,0,0.471,0.75,"LOW","POS",2
"145","Maddalena Bettanesi","False",2020-12-14," caught on video admitting will CHANGE our FOREVER.… ","['Covidvaccine', 'DNA']","2",2,1,0,0,0,1,1.75,"AVG","NEU",2
"146","Brian McDonough","False",2020-12-14,"Who should not get vaccine ...yet via ","['vaccine', 'MaskUp', 'Pfizer', 'Pfizervaccine', 'PfizerBioNTech']","3",0,0,0,0,0,1,0,"LOW","NEU",2
"147","Digital Journal","False",2020-12-14," to begin roll-out ","['Canada', 'PfizerBioNTech', 'Covid19Vaccine', 'Pandemic']","2",0,1,0,0,0,1,0.25,"LOW","NEU",2
"148","Akanksha Sharma","False",2020-12-14," approves the First shipment expected by end-December ","['Singapore', 'PfizerBioNTech', 'COVID', 'vaccine', 'coronavirus']","3",0,1,0.4019,0.31,0,0.69,0.25,"LOW","POS",2
"149","Okkie Tenggala","False",2020-12-14," Thank you &amp; Team ","['PfizerBioNTech', 'DrSahin']","2",0,0,0.3612,0.455,0,0.545,0,"LOW","POS",2
"150","Marco Vergari","False",2020-12-14,"U.S. expects to have immunized 100 million against by end of March -Slaoui ","['COVID']","1",0,0,0,0,0,1,0,"LOW","NEU",2
"151","swaliya naikwadi","False",2020-12-14,"Singapore's plan to tackle has been really effective. Early in pandemic,more than $1 bn was set aside fo… ","['COVID19']","1",0,1,0.5256,0.166,0,0.834,0.25,"LOW","POS",2
"152","Pamela Ambler","False",2020-12-14,"Singapore approves vaccine for local use. Vaccine safe to use on people aged 16 and above,… ","","1",0,1,0.6808,0.286,0,0.714,0.25,"LOW","POS",2
"153","keval singh","False",2020-12-14,"Phase 3 begins Dec 28, vaccine first to arrive in by end Dec, and shots to be free for a… ","['PfizerBioNTech', 'singapore']","2",0,0,0.5106,0.148,0,0.852,0,"LOW","POS",2
"154","Okkie Tenggala","False",2020-12-14," World🌏 Thank you &amp; Team ","['PfizerBioNTech', 'DrSahin']","2",11,37,0.3612,0.263,0,0.737,17.5,"HIGH","POS",2
"155","ReduceTheStupid","False",2020-12-14,"Does this vaccine mean that I’m gonna have to eventually wear a proper bra again or are we all in agreement that un… ","","1",0,0,0.4939,0.127,0,0.873,0,"LOW","POS",2
"156","Financial Mirror","False",2020-12-14,"US began shipments of Sunday following final CDC approval. While is far… ","['Covid19', 'PfizerBioNTech', 'vaccine', 'pandemic']","2",0,1,0.4767,0.22,0,0.78,0.25,"LOW","POS",2
"157","💙𝗖𝗵𝘂𝗰𝗸 𝗪𝗶𝗻𝘁𝗲𝗿💙 #MakeAmericaSafeAgain","False",2020-12-14,"True question for As with many vaccines the vaccine needs to be given in 2 shots: a… ","['scientists', 'PfizerBioNTech']","2",0,0,0.4215,0.149,0,0.851,0,"LOW","POS",2
"158","Stavros Tousios","False",2020-12-14,"The first few million have arrived in the US after a last-minute ","['PfizerBioNtech', 'vaccines', 'emergencyauthorization']","2",0,0,0,0,0,1,0,"LOW","NEU",2
"159","Opoyi","False",2020-12-14," and to be offered the recently authorized vaccine ","['DonaldTrump', 'MikePence', 'PfizerBioNTech']","2",0,0,0,0,0,1,0,"LOW","NEU",2
"160","India.com","True",2020-12-14," is unlikely to be available in India for mass distribution. Read to find out why. ","['Pfizervaccine', 'PfizerBioNTech']","2",0,0,0,0,0,1,0,"LOW","NEU",2
"161","Kashmir Focus","False",2020-12-14,"The is set to begin its coronavirus vaccination drive from today with doses of vaccine set to… ","['US', 'PfizerBioNTech']","2",0,0,0,0,0,1,0,"LOW","NEU",2
"162","Coronavirus Prevention","False",2020-12-14,"Politico. December 13, 2020. FDA's Hahn: Covid-19 vaccine authorization based in 'science and data'… ","","1",1,0,0,0,0,1,0.75,"LOW","NEU",2
"163","Business Technology E-Store | Approved Materials","False",2020-12-14,"Politico. December 13, 2020. FDA's Hahn: Covid-19 vaccine authorization based in 'science and data'… ","","1",1,0,0,0,0,1,0.75,"LOW","NEU",2
"164","Sivateja Mandava","False",2020-12-14,"I’m due to get the vaccine on Tuesday, super thrilled! ","['Pfizer', 'PfizerBioNTech', 'CoronavirusVaccine']","2",0,1,0.7959,0.47,0,0.53,0.25,"LOW","POS",2
"165","ghilli vignesh..","False",2020-12-14," to start from today! It has according to latest figures maximum cases (over 16.7 mil… ","['USA', 'vaccination', 'coronavirus']","2",0,0,0,0,0,1,0,"LOW","NEU",2
"166","Kathy Grant","False",2020-12-14," Nursing homes in Pennsylvania prepare for COVID-19 vaccine distribut… ","['COVID', 'PfizerBioNTech', 'vaccine', 'Pennsylvania']","2",0,0,0,0,0,1,0,"LOW","NEU",2
"167","Shelley Uppal","False",2020-12-14,"Vaccines save lives 💯 Hopefully HCW can assuage public fear and anxiety regarding this vaccine 💉 so we can finally… ","","1",0,0,0.25,0.212,0.176,0.612,0,"LOW","POS",2
"168","RandomNews","False",2020-12-14,"1st doses of arrive in ","['PfizerBioNTech', 'COVID19', 'vaccine', 'Canada']","2",0,0,0,0,0,1,0,"LOW","NEU",2
"169","Hussain Maqbool Ahmed","False",2020-12-14,"Are politicians 🤔🤦‍♂️ ","['EssentialWorkers', 'COVID19', 'PfizerBioNTech', 'CovidVaccine', 'VaccinesWork', 'ScienceMatters']","3",0,1,0,0,0,1,0.25,"LOW","NEU",2
"170","CNBC-TV18","True",2020-12-14,"""The first batch of doses of Pfizer-BioNTech’s COVID-19 vaccine have arrived in Canada,” PM Trudeau said on Twitter… ","","1",1,12,0,0,0,1,3.75,"AVG","NEU",2
"171","G","False",2020-12-14," to start from today! It has according to latest figures maximum cases (over 16.7 mil… ","['USA', 'vaccination', 'coronavirus']","2",0,2,0,0,0,1,0.5,"LOW","NEU",2
"172","Angela Browne","False",2020-12-14,"Good news! vaccines arrived ... other vaccines like and are also coming. ","['PfizerBioNTech', 'Moderna', 'AstraZeneca']","2",0,0,0.69,0.363,0,0.637,0,"LOW","POS",2
"173","Noreen","False",2020-12-14,"My money is on a Mr. Mark Twain getting the one of the first doses of the in the United States ","['PfizerBioNTech', 'vaccination']","2",0,1,0.4215,0.123,0,0.877,0.25,"LOW","POS",2
"174","Brad Bonomo","False",2020-12-14," aka hacker group suspected of hacking and now federal agencies like U.S. Treas… ","['APT29', 'CozyBear', 'PfizerBioNTech', 'IP']","2",6,6,0.1531,0.162,0.123,0.714,6,"AVG","POS",2
"175","Professor Kwaku Akyeampong, CEO-C, COO-C 🇬🇭🇺🇸","False",2020-12-14,"Pfizer-BioNTech’s COVID19 vaccine is also urgently needed for Africa: &amp; rest… ","['Ghana', 'Nigeria', 'Egypt', 'SouthAfrica']","2",0,1,0,0,0,1,0.25,"LOW","NEU",2
"176","FaridAzar","False",2020-12-14,"There it comes . ","['Covid_19', 'PfizerBioNTech']","2",0,1,0,0,0,1,0.25,"LOW","NEU",2
"177","FedUpWitGop","False",2020-12-14," Might as well call it 100 years ahead you had nothing to do with the ","['LiarInChief', 'PfizerCovidVaccine', 'PfizerBioNTech']","2",0,0,0.2732,0.13,0,0.87,0,"LOW","POS",2
"178","Simon Hodes ⬅️2m➡️ 😷","False",2020-12-14," Interesting approach 🇺🇲 🇬🇧 guidance v clear now: ""Any person with a history of anaph… ","","1",2,4,0.6486,0.29,0,0.71,2.5,"AVG","POS",2
"179","LatestLY","True",2020-12-14,"Pfizer-BioNTech COVID-19 Vaccine: Donald Trump, Mike Pence &amp; Top US Officials to be Offered Early Access to Newly A… ","","1",1,1,0.2023,0.091,0,0.909,1,"LOW","POS",2
"180","Brad Bonomo","False",2020-12-14," hacked a few days ago hack announced today. A whol… ","['PfizerBioNTech', 'Vaccine', 'UsTreasury']","2",3,3,-0.4019,0,0.231,0.769,3,"AVG","NEG",2
"181","El Portal Tv Miami","False",2020-12-14,"Be safe and thank you !!!👍 ","['vaccine', 'FedEx', 'PfizerBioNTech', 'Pfizer']","2",0,0,0.7412,0.511,0,0.489,0,"LOW","POS",2
"182","Joanbeam3000","False",2020-12-14," And we're nowhere near 2030. Premature innoculation...? 😇 ","['PfizerBioNTech', 'CdnPoli']","2",0,1,0.4588,0.231,0,0.769,0.25,"LOW","POS",2
"183","Mohua Dutta","False",2020-12-14," 🙏 First batch of doses of vaccines are in ......YAY many congratulations 🙏… ","['HarHarMahadev', 'Pfizer', 'BioNTech', 'Canada']","2",37,170,0.8415,0.382,0,0.618,70.25,"HIGH","POS",2
"184","Anita Anand","True",2020-12-14,"Welcoming the 1st to 🇨🇦 tonight! The 1st 30K doses of are arriving across the cou… ","['COVID19vaccines', 'PfizerBioNTech']","2",284,1979,0.4926,0.175,0,0.825,707.75,"HIGH","POS",2
"185","NascoHealthcare","False",2020-12-14,"More information about vaccine and severe allergies: ","['Pfizer', 'CovidVaccine', 'Pfizervaccine', 'PfizerBioNTech']","2",0,1,-0.3818,0,0.302,0.698,0.25,"LOW","NEG",2
"186","Nicole Van Groningen, MD","False",2020-12-14,"Welp, thanks already aren't going quite as planned with the distribution. These aren… ","['PfizerBioNTech', 'CovidVaccine']","2",0,1,0.4404,0.195,0,0.805,0.25,"LOW","POS",2
"187","Scott Spencer","False",2020-12-14,"MT Five years ahead of schedule? It’s a pandemic! There was no pre-determined schedule. How about ackno… ","","1",0,0,-0.3595,0,0.135,0.865,0,"LOW","NEG",2
"188","Leovani Payseur","False",2020-12-14,"This is excellent news! Our great President Trump and his administration have pushed to get this vaccine ready qui… ","","1",0,1,0.8908,0.398,0,0.602,0.25,"LOW","POS",2
"189","She/Her Future DR. #GoodTrouble","False",2020-12-13,"Good heavens - you are too stupid to reason with even on a slow day. get a dummy for and slither away alr… ","['pademics']","1",0,0,0.296,0.193,0.117,0.69,0,"LOW","POS",1
"190","Scarlett James","False",2020-12-13,"Before you say you WILL OR WON’T take Pfizer’s vaccine for COVID-19 Read the report. ","","1",0,0,0,0,0,1,0,"LOW","NEU",1
"191","IN","False",2020-12-13,"It’s here. ","['Covid_19', 'CovidVaccine', 'PfizerBioNTech']","2",0,0,0,0,0,1,0,"LOW","NEU",1
"192","EDB","False",2020-12-13,"What a process!! They definitely thought of everything publicity wise... ","['Pfizervaccine', 'PfizerBioNTech']","2",0,0,0.7494,0.444,0,0.556,0,"LOW","POS",1
"193","ILKHA","True",2020-12-13,"Turkey’s coronavirus death toll reaches 16,417 ","['CoronavirusPandemic', 'Turkey', 'PfizerBioNTech']","2",3,2,-0.5719,0.132,0.429,0.44,2.75,"AVG","NEG",1
"194","Dr.Krutika Kuppalli","True",2020-12-13,"In case anyone is interested here is a link to the patient information that is on t… ","['PfizerBioNTech', 'COVID19Vaccine']","2",10,24,0.4019,0.144,0,0.856,13.5,"HIGH","POS",1
"195","Dr.Krutika Kuppalli","True",2020-12-13," Yes here is the link to the patient education information from that should be given… ","['PfizerBioNTech']","1",9,37,0.4019,0.162,0,0.838,16,"HIGH","POS",1
"196","Ishdeep Kohli","False",2020-12-13," first vaccines are going out! officially allows ","['UnitedStates', 'Covid19', 'CDC', 'PfizerBioNTech', 'coronavirus']","3",1,4,0,0,0,1,1.75,"AVG","NEU",1
"197","Tamer Yazar","False",2020-12-13,"Infections - : 220,575 : 43,279 : 30,805 - ","['worldwide', 'UnitedStates', 'Brazil', 'Turkey', 'coronavirus', 'Corona', 'Covid_19']","3",0,0,0,0,0,1,0,"LOW","NEU",1
"198","RT","True",2020-12-13," COVID-vaccine given the green light in the US ","['PfizerBioNTech']","1",8,21,0,0,0,1,11.25,"HIGH","NEU",1
"199","Tamer Yazar","False",2020-12-13,"What kind of will he leave behind? - ","['America', 'Trump', 'DonaldTrump', 'JoeBiden', 'NewYork', 'Washington', 'WhiteHouse']","3",0,0,-0.0516,0,0.146,0.854,0,"LOW","NEG",1
"200","Braderz73🌹#GTTO 🇪🇺 🇬🇧","False",2020-12-13," So why is Trump claiming the vaccine as one of his administrati… ","['PfizerBioNTech']","1",0,0,0,0,0,1,0,"LOW","NEU",1
"201","Poorvi Desai, MD, DipABLM","False",2020-12-13,"Here we go! Grateful to be among the first group of vaccinated healthcare workers in Tampa/FL against 🙏🏽… ","['COVID19']","1",0,6,0.5093,0.136,0,0.864,1.5,"AVG","POS",1
"202","Aaron DeVries","False",2020-12-13," have released their Interim Guidance for use of COVID Vaccine ","['CDC', 'ACIP', 'PfizerBioNTech']","2",0,1,0,0,0,1,0.25,"LOW","NEU",1
"203","Jennifer Lee","True",2020-12-13,"Dr. Kathy Lofy says the vaccine will be a new tool in our tool box, and says she’ll also get vaccinated as soon as… ","","1",1,4,0,0,0,1,1.75,"AVG","NEU",1
"204","Chris Hendel","False",2020-12-13,"The Advisory Committee on Immunization Practices’ Interim Recommendation for Use of Pfizer-BioNTech COVID-19 Vaccin… ","","1",0,0,0,0,0,1,0,"LOW","NEU",1
"205","ILKHA","True",2020-12-13,"Turkey’s coronavirus death toll reaches 16,417 ","['CoronavirusPandemic', 'Turkey', 'PfizerBioNTech']","2",2,3,-0.5719,0.132,0.429,0.44,2.25,"AVG","NEG",1
"206","Zachary Rubin, MD","False",2020-12-13,"The recommended the use of vaccine in persons 16 years of age and older under the… ","['ACIP', 'PfizerBioNTech', 'COVID19']","2",0,0,0.2023,0.107,0,0.893,0,"LOW","POS",1
"207","Alicia Ault","False",2020-12-13," Redfield has just signed off on this recommendation. Panel Recommends ","['CDC', 'Pfizer', 'COVID19', 'Vaccine']","2",0,1,0.2263,0.174,0,0.826,0.25,"LOW","POS",1
"208","Getty Images News","True",2020-12-13,"Boxes containing the first shipment of the Pfizer-BioNTech are prepared to be sent at the ","['COVID19', 'vaccine', 'Pfizer']","2",6,28,0.2263,0.119,0,0.881,11.5,"HIGH","POS",1
"209","Tim supporting Georgia Dems to Flip US SENATE!","False",2020-12-13,"What a great day for our Country &amp; the World! is ONE DAY CLOSER to leaving The first… ","","1",0,0,0.6588,0.205,0,0.795,0,"LOW","POS",1
"210","BRI Network","False",2020-12-13,"Answers to questions about ","['COVID', 'vaccination', 'vaccine', 'Covid_19', 'healthcare', 'health']","3",4,0,0,0,0,1,3,"AVG","NEU",1
"211","Richard Rovin","False",2020-12-13,"Just watched new correctly stated that there were two deaths among the o… ","['thesundayshow']","1",0,3,0,0,0,1,0.75,"LOW","NEU",1
"212","Kathleen Sullivan","False",2020-12-13," 38 days... ","['PfizerBioNTech', 'PfizerCovidVaccine', 'VaccineRollout']","2",0,1,0,0,0,1,0.25,"LOW","NEU",1
"213","T. Schwarz-Romond","False",2020-12-13,"Have to agree: UK, US vaccinate with technology pioneered in 2 German, one US-Biotechs; US celebrates distribution… ","","1",1,4,0.7351,0.292,0,0.708,1.75,"AVG","POS",1
"214","JME Faifer","False",2020-12-13," Pfizer was not funded by Operation Warp Speed and you would never have supported the Mus… ","","1",0,0,-0.2411,0,0.116,0.884,0,"LOW","NEG",1
"215","Elaine #FBPE 3.5% 💙","False",2020-12-13,"Had my Covid-19 Vaccination, doing my bit helping to save the human race. Mega sore arm today as expected small pr… ","","1",0,2,0.4404,0.208,0.097,0.695,0.5,"LOW","POS",1
"216","#MasksSaveLives🌊Vulcan🖖Writer✒Mom💁","False",2020-12-13," Apparently the trucks are escorted by US Marshals... So 🤞🤞 they will stay safe, no hijacking o… ","","1",0,3,0.1779,0.126,0.095,0.779,0.75,"LOW","POS",1
"217","CivMilAir ✈🎅🎄☃️🔔","False",2020-12-13,"Airborne - heading to Memphis 👇 🇺🇸 FedEx A306 N669FE ","['PfizerBioNTech', 'CovidVaccine']","2",12,70,0,0,0,1,26.5,"HIGH","NEU",1
"218","The Epoch Times","True",2020-12-13,"The newly approved for the will start being distributed to US states on Dec. 14, according to of… ","['Vaccine', 'CCPVirus']","2",23,133,0.4215,0.141,0,0.859,50.5,"HIGH","POS",1
"219","Simon Hodes ⬅️2m➡️ 😷","False",2020-12-13," Think we are going to be seeing a lot of this happening The l… ","","1",7,21,0,0,0,1,10.5,"HIGH","NEU",1
"220","Perses Mixcoatl","False",2020-12-13," We know Trumpkins like you are not as informed- so here goes: 1) vaccine was developed in… ","['PfizerBioNTech']","1",0,0,0.3612,0.135,0,0.865,0,"LOW","POS",1
"221","Dick Bourgeois-Doyle","False",2020-12-13," firm Acuitas - at heart of - great story - - we helped early on wi… ","['Canadian', 'PfizerBioNTech', 'vaccine', 'UBC']","2",0,1,0.8519,0.372,0,0.628,0.25,"LOW","POS",1
"222","Calvin Swine","False",2020-12-13,"“D-Day was the beginning of the end, and that’s where we are today,” he said, cautioning it would still take months… ","","1",0,0,0,0,0,1,0,"LOW","NEU",1
"223","Realtalktimenews","False",2020-12-13,"The first trucks loaded with Pfizer’s coronavirus shot pulled out of a Michigan warehouse early Sunday — starting t… ","","1",0,0,0,0,0,1,0,"LOW","NEU",1
"224","Lel B.","False",2020-12-13," Thanks to you both for bringing in fresh air, positivity and God’s hand and pushing us forw… ","","1",0,1,0.8934,0.474,0,0.526,0.25,"LOW","POS",1
"225","Alex777","False",2020-12-13," all same toxic ","['Pfizer', 'PfizerCovidVaccine', 'vaccine', 'vaccination', 'BioNTech', 'PfizerBioNTech', 'Moderna', 'mRNA']","3",0,0,0,0,0,1,0,"LOW","NEU",1
"226","Pritesh #StayHomeSaveLife 🇮🇳","False",2020-12-13," The vaccine began leaving the company's factory on Sunday, set to… ","['UPDATE', 'PfizerBioNTech', 'Covid', 'Michigan']","2",0,0,0,0,0,1,0,"LOW","NEU",1
